trip_id,route_id,service_id,shape_id
71,7451462,Mo-Su,7451462
72,7451488,Mo-Su,7451488
73,7452016,Mo-Su,7452016
74,7452112,Mo-Su,7452112
75,7452373,Mo-Su,7452373
76,7452530,Mo-Su,7452530
77,7452793,Mo-Su,7452793
78,7452834,Mo-Su,7452834
79,7453016,Mo-Su,7453016
80,7453599,Mo-Su,7453599
81,7453708,Mo-Su,7453708
82,7454843,Mo-Su,7454843
83,7454866,Mo-Su,7454866
84,7454990,Mo-Su,7454990
85,7455013,Mo-Su,7455013
86,7455393,Mo-Su,7455393
87,7455566,Mo-Su,7455566
88,7456342,Mo-Su,7456342
89,7456407,Mo-Su,7456407
90,7456423,Mo-Su,7456423
91,7456453,Mo-Su,7456453
92,7456456,Mo-Su,7456456
93,7456492,Mo-Su,7456492
94,7456496,Mo-Su,7456496
95,7457497,Mo-Su,7457497
96,7457633,Mo-Su,7457633
97,7457668,Mo-Su,7457668
98,7457867,Mo-Su,7457867
99,7458019,Mo-Su,7458019
100,7458035,Mo-Su,7458035
101,7458155,Mo-Su,7458155
102,7458272,Mo-Su,7458272
103,7458319,Mo-Su,7458319
104,7458410,Mo-Su,7458410
105,7458464,Mo-Su,7458464
106,7458534,Mo-Su,7458534
107,7458710,Mo-Su,7458710
108,7458953,Mo-Su,7458953
109,7458997,Mo-Su,7458997
110,7459268,Mo-Su,7459268
111,7459269,Mo-Su,7459269
112,7459274,Mo-Su,7459274
113,7459789,Mo-Su,7459789
114,7459883,Mo-Su,7459883
115,7459937,Mo-Su,7459937
116,7459943,Mo-Su,7459943
117,7459984,Mo-Su,7459984
118,7460020,Mo-Su,7460020
119,7460118,Mo-Su,7460118
120,7460211,Mo-Su,7460211
121,7460240,Mo-Su,7460240
122,7460301,Mo-Su,7460301
123,7460368,Mo-Su,7460368
124,7460472,Mo-Su,7460472
125,7460522,Mo-Su,7460522
126,7460557,Mo-Su,7460557
127,7460577,Mo-Su,7460577
128,7460627,Mo-Su,7460627
129,7460658,Mo-Su,7460658
130,7460801,Mo-Su,7460801
131,7460874,Mo-Su,7460874
132,7460910,Mo-Su,7460910
133,7460916,Mo-Su,7460916
134,7461508,Mo-Su,7461508
135,7461550,Mo-Su,7461550
136,7461636,Mo-Su,7461636
137,7461655,Mo-Su,7461655
138,7461665,Mo-Su,7461665
139,7461690,Mo-Su,7461690
140,7461708,Mo-Su,7461708
141,7461711,Mo-Su,7461711
142,7461768,Mo-Su,7461768
143,7461775,Mo-Su,7461775
